protein,ligand,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2
HRH2_HUMAN,his,-0.42279428243637085,0.9452366232872009,-0.5670595169067383,0.9927884936332703,-0.2785290479660034,0.8976847529411316
HRH2_HUMAN,pea,-0.22087545692920685,0.8722214698791504,0.006841372698545456,0.9265050292015076,-0.44859227538108826,0.8179378509521484
HRH2_HUMAN,ser,-0.12316998839378357,0.5118569135665894,0.01452801376581192,0.5539923906326294,-0.26086798310279846,0.4697214961051941
HRH2_HUMAN,try,-0.21936357021331787,0.800804615020752,-0.8575766086578369,0.9220766425132751,0.41884946823120117,0.6795325875282288
HRH2_MOUSE,ach,0.3066202998161316,0.459701269865036,-0.1654345542192459,0.2992249131202698,0.7786751389503479,0.6201776266098022
HRH2_MOUSE,dop,-0.7694650888442993,0.8930568695068359,-0.5922338366508484,0.9204866290092468,-0.946696400642395,0.865627110004425
HRH2_MOUSE,his,-0.38084277510643005,0.9048655033111572,-0.2897430658340454,0.956478476524353,-0.4719424843788147,0.8532525897026062
HRH2_MOUSE,pea,-0.22629010677337646,0.7654883861541748,0.10050022602081299,0.8099433183670044,-0.5530804395675659,0.72103351354599
HRH2_MOUSE,ser,0.05848284065723419,0.5551034212112427,-0.2306952178478241,0.6807826161384583,0.3476608991622925,0.4294242262840271
HRH2_MOUSE,try,-0.08125819265842438,0.7067438364028931,-0.51680988073349,0.8766106367111206,0.35429349541664124,0.5368769764900208
HRH3_HUMAN,ach,-0.352230042219162,0.933843731880188,-0.864836573600769,0.8846004605293274,0.16037648916244507,0.9830870628356934
HRH3_HUMAN,dop,-1.0281031131744385,0.6929452419281006,-1.4624431133270264,0.7063009142875671,-0.5937630534172058,0.679589569568634
HRH3_HUMAN,his,-2.285645008087158,0.9898420572280884,-2.27034854888916,0.9999669790267944,-2.3009414672851562,0.9797171950340271
HRH3_HUMAN,pea,-0.42592453956604004,0.8831175565719604,-0.15879890322685242,0.9387814998626709,-0.69305020570755,0.82745361328125
HRH3_HUMAN,ser,0.25617316365242004,0.3014054596424103,0.30113130807876587,0.39703696966171265,0.21121501922607422,0.20577393472194672
HRH3_HUMAN,try,0.001469239592552185,0.5830220580101013,0.2873579263687134,0.7701144814491272,-0.284419447183609,0.3959296643733978
HRH3_MOUSE,ach,-0.5099692940711975,0.9518159627914429,-1.0768667459487915,0.9213752746582031,0.05692819505929947,0.9822567105293274
HRH3_MOUSE,dop,-1.0790120363235474,0.7139948606491089,-1.3522635698318481,0.6672479510307312,-0.8057604432106018,0.7607417106628418
HRH3_MOUSE,his,-2.223538398742676,0.9880391359329224,-2.3195314407348633,0.9999868869781494,-2.1275455951690674,0.9760913252830505
HRH3_MOUSE,pea,-0.49882715940475464,0.8824220895767212,-0.07839532196521759,0.9285929799079895,-0.9192590117454529,0.8362512588500977
HRH3_MOUSE,ser,0.09477818012237549,0.4641689360141754,0.26197969913482666,0.5949795246124268,-0.07242333889007568,0.3333583474159241
HRH3_MOUSE,try,0.0461236834526062,0.6507047414779663,0.48778635263442993,0.7353105545043945,-0.39553898572921753,0.5660989880561829
HRH4_HUMAN,ach,0.40544337034225464,0.7809261083602905,0.0796942189335823,0.6493224501609802,0.7311925292015076,0.9125297665596008
HRH4_HUMAN,dop,-1.3642117977142334,0.8868881464004517,-1.502611517906189,0.9719876050949097,-1.2258119583129883,0.8017886877059937
HRH4_HUMAN,his,-1.9511072635650635,0.9864383935928345,-1.709901213645935,0.9998080134391785,-2.1923134326934814,0.9730687737464905
HRH4_HUMAN,pea,0.11326518654823303,0.8392829895019531,0.5967298746109009,0.8948234915733337,-0.3701995015144348,0.7837425470352173
HRH4_HUMAN,ser,-0.11183261126279831,0.6550548076629639,0.20592649281024933,0.835845410823822,-0.42959171533584595,0.4742642641067505
HRH4_HUMAN,try,0.07310956716537476,0.707629919052124,0.4291478991508484,0.8571133613586426,-0.2829287648200989,0.5581464171409607
HRH4_MOUSE,ach,0.34823450446128845,0.846282958984375,-0.6292770504951477,0.7662784457206726,1.3257460594177246,0.9262874126434326
HRH4_MOUSE,dop,-1.3306466341018677,0.934750497341156,-1.7235690355300903,0.9950605034828186,-0.9377242922782898,0.8744404911994934
HRH4_MOUSE,his,-1.819227695465088,0.9826064109802246,-1.765814185142517,0.9999884366989136,-1.8726410865783691,0.9652243852615356
HRH4_MOUSE,pea,0.4288588762283325,0.7516574859619141,0.855317234992981,0.9084682464599609,0.0024005286395549774,0.5948467254638672
HRH4_MOUSE,ser,-0.5947583913803101,0.7306686639785767,-0.44102776050567627,0.894962728023529,-0.7484889626502991,0.5663745999336243
HRH4_MOUSE,try,0.2752814292907715,0.6732612252235413,0.31652846932411194,0.871069073677063,0.23403435945510864,0.47545334696769714
MneR,ach,2.168715000152588,0.22868549823760986,1.5322703123092651,0.2683097720146179,2.805159568786621,0.1890612095594406
MneR,dop,2.0731215476989746,0.09951339662075043,1.7765305042266846,0.06502009183168411,2.3697128295898438,0.13400670886039734
MneR,his,1.0291632413864136,0.1573600471019745,0.5566707849502563,0.06663490831851959,1.5016556978225708,0.24808520078659058
MneR,pea,2.3241443634033203,0.12465366721153259,2.303647994995117,0.150386244058609,2.3446409702301025,0.09892109781503677
MneR,ser,1.9939899444580078,0.14273154735565186,2.3413243293762207,0.11685795336961746,1.646655559539795,0.16860513389110565
MneR,try,1.567946195602417,0.15882235765457153,1.4694644212722778,0.1277625858783722,1.6664280891418457,0.18988212943077087
Q9VHW1_DROME,ach,-1.3612632751464844,0.9976608753204346,-2.057847023010254,0.9987382292747498,-0.6646794080734253,0.9965835809707642
Q9VHW1_DROME,dop,-0.5294661521911621,0.8157784342765808,-0.7311897873878479,0.8288453817367554,-0.32774248719215393,0.8027114868164062
Q9VHW1_DROME,his,-0.5990460515022278,0.9098911881446838,-0.7141730785369873,0.9862093329429626,-0.48391902446746826,0.833573043346405
Q9VHW1_DROME,pea,-0.2146902084350586,0.933245062828064,-0.17810814082622528,0.992199718952179,-0.2512722611427307,0.8742903470993042
Q9VHW1_DROME,ser,-0.06683158874511719,0.7275118827819824,0.07700744271278381,0.7559707164764404,-0.2106706202030182,0.6990531086921692
Q9VHW1_DROME,try,-0.4184856116771698,0.8452221155166626,-0.5407620072364807,0.9180001020431519,-0.2962092161178589,0.7724441289901733
TriR,ach,0.6111096739768982,0.20060348510742188,-1.0921837091445923,0.14853745698928833,2.3144030570983887,0.2526695132255554
TriR,dop,1.0021836757659912,0.0890556201338768,0.5264025926589966,0.05748942866921425,1.4779646396636963,0.12062180787324905
TriR,his,0.8546744585037231,0.20957985520362854,0.30132704973220825,0.13468599319458008,1.4080218076705933,0.284473717212677
TriR,pea,1.828258991241455,0.1539592742919922,2.0067667961120605,0.1406383365392685,1.6497511863708496,0.16728021204471588
TriR,ser,2.085366725921631,0.12381738424301147,2.0421957969665527,0.12799763679504395,2.128537893295288,0.1196371391415596
TriR,try,1.6315070390701294,0.16617968678474426,1.479089617729187,0.15935024619102478,1.7839244604110718,0.17300912737846375
XP_002170550.2,ach,0.786374568939209,0.5501792430877686,-0.10070210695266724,0.34853631258010864,1.6734511852264404,0.7518222332000732
XP_002170550.2,dop,0.2903195023536682,0.6735725402832031,0.28473538160324097,0.6280116438865662,0.29590362310409546,0.7191334366798401
XP_002170550.2,his,-0.10018675774335861,0.8450320363044739,-0.3790307343006134,0.9854702949523926,0.17865721881389618,0.7045937776565552
XP_002170550.2,pea,0.8125911355018616,0.6708306074142456,1.0479644536972046,0.7871496081352234,0.5772178173065186,0.5545116066932678
XP_002170550.2,ser,0.4140864312648773,0.533007025718689,0.3099650740623474,0.5588680505752563,0.5182077884674072,0.5071459412574768
XP_002170550.2,try,0.5608367919921875,0.5694817900657654,0.5001486539840698,0.7420691847801208,0.6215248703956604,0.3968944251537323
XP_012554108.1,ach,-0.14616551995277405,0.08327771723270416,-1.2401952743530273,0.009989297948777676,0.9478642344474792,0.15656614303588867
XP_012554108.1,dop,0.4165972173213959,0.1636887788772583,-0.2959098219871521,0.07525194436311722,1.1291042566299438,0.25212562084198
XP_012554108.1,his,0.2410518229007721,0.29403433203697205,0.35570400953292847,0.08928686380386353,0.12639962136745453,0.49878180027008057
XP_012554108.1,pea,1.0804563760757446,0.41236913204193115,1.683336853981018,0.5092479586601257,0.47757598757743835,0.3154902756214142
XP_012554108.1,ser,0.8376122713088989,0.17242106795310974,0.5113638043403625,0.09597460925579071,1.16386079788208,0.24886751174926758
XP_012554108.1,try,1.0155107975006104,0.3477362394332886,1.4407027959823608,0.405224472284317,0.5903187394142151,0.29024800658226013
XP_012560064.1,ach,0.6141416430473328,0.6478447914123535,0.21695533394813538,0.39647573232650757,1.0113279819488525,0.8992138504981995
XP_012560064.1,dop,-0.14880216121673584,0.7878233790397644,-0.07474187016487122,0.7156398296356201,-0.22286245226860046,0.8600069284439087
XP_012560064.1,his,0.011548258364200592,0.8136705160140991,0.11308521032333374,0.785663366317749,-0.08998869359493256,0.8416776657104492
XP_012560064.1,pea,0.4316088557243347,0.7418318390846252,1.0564947128295898,0.7869583964347839,-0.1932770311832428,0.6967052817344666
XP_012560064.1,ser,-0.09217873215675354,0.5087326765060425,0.1915709376335144,0.5755181312561035,-0.3759284019470215,0.44194725155830383
XP_012560064.1,try,-0.001556307077407837,0.7257640957832336,0.23224800825119019,0.795966625213623,-0.23536062240600586,0.6555615663528442
XP_012561685.1,ach,-1.145140528678894,0.9967465400695801,-1.8272478580474854,0.9984340071678162,-0.4630332589149475,0.9950590133666992
XP_012561685.1,dop,-1.0446784496307373,0.9300389885902405,-0.8394656181335449,0.9582364559173584,-1.2498912811279297,0.9018415212631226
XP_012561685.1,his,-0.5702372193336487,0.9150844812393188,-0.3526591658592224,0.9662718772888184,-0.787815272808075,0.8638971447944641
XP_012561685.1,pea,-0.44928961992263794,0.936643123626709,0.024779178202152252,0.9675900340080261,-0.9233584403991699,0.9056962728500366
XP_012561685.1,ser,-0.7015569806098938,0.868232011795044,-0.27441295981407166,0.9092285633087158,-1.1287009716033936,0.8272355198860168
XP_012561685.1,try,-0.8711326122283936,0.9200430512428284,-0.654505729675293,0.9619346857070923,-1.0877594947814941,0.8781514167785645
XP_012561693.1,ach,1.3101760149002075,0.3004899024963379,0.3077629506587982,0.07671378552913666,2.312589168548584,0.5242660045623779
XP_012561693.1,dop,0.22731532156467438,0.5279017686843872,0.18490135669708252,0.7337982058525085,0.26972928643226624,0.3220052719116211
XP_012561693.1,his,0.9659468531608582,0.304990291595459,1.060968279838562,0.20941270887851715,0.8709254264831543,0.4005678594112396
XP_012561693.1,pea,0.7158873081207275,0.6907744407653809,0.8787698745727539,0.913498044013977,0.553004801273346,0.46805086731910706
XP_012561693.1,ser,0.392575204372406,0.4470856785774231,0.3167600929737091,0.625937819480896,0.4683903157711029,0.2682335078716278
XP_012561693.1,try,0.44359326362609863,0.5790128111839294,0.6978819370269775,0.7812795042991638,0.18930459022521973,0.37674611806869507
XP_012561731.1,ach,-1.5071622133255005,0.9981377720832825,-1.9360427856445312,0.9989959597587585,-1.0782816410064697,0.9972795844078064
XP_012561731.1,dop,-0.816006064414978,0.8429282903671265,-0.8188695907592773,0.9002282619476318,-0.8131425976753235,0.7856283783912659
XP_012561731.1,his,-0.43333926796913147,0.9078574180603027,-0.25507545471191406,0.9591907858848572,-0.6116030812263489,0.8565241098403931
XP_012561731.1,pea,-0.7079911828041077,0.925813615322113,-0.27887463569641113,0.9638943672180176,-1.1371077299118042,0.8877328634262085
XP_012561731.1,ser,-0.5663447976112366,0.8281980156898499,-0.3016677796840668,0.8988953232765198,-0.8310218453407288,0.7575007081031799
XP_012561731.1,try,-0.6604973077774048,0.8810027837753296,-0.3370615839958191,0.9193668365478516,-0.9839330315589905,0.8426386713981628
